지역명_매장명,매장명,지역명,시,군구,전화번호,주소,링크
경기 화성시_휴대폰성지 폰신사 동탄점,휴대폰성지 폰신사 동탄점,경기 화성시,경기,화성시,010-8174-0199,경기 화성시 동탄대로시범길 134 판매시설 1층 1108호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%B1%EC%A7%80&tab=place#none
경기 화성시_휴대폰성지옆커폰 화성시동탄점,휴대폰성지옆커폰 화성시동탄점,경기 화성시,경기,화성시,010-7603-7762,경기 화성시 동탄대로시범길 261 리더스프라자 1층 111호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EC%84%B1%EC%A7%80&tab=place#none
경남 거제시_광자폰,광자폰,경남 거제시,경남,거제시,010-8080-0496,경남 거제시 아주로 13 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 거제시_당근폰마켓,당근폰마켓,경남 거제시,경남,거제시,010-6442-9972,경남 거제시 장평로 53 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 거제시_대우정보통신,대우정보통신,경남 거제시,경남,거제시,010-5520-0087,경남 거제시 장승포로 11 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 거제시_대우정보통신,대우정보통신,경남 거제시,경남,거제시,010-2565-9057,경남 거제시 일운면 거제대로 2504 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 거제시_스타텔레콤,스타텔레콤,경남 거제시,경남,거제시,010-8424-8031,경남 거제시 성산로 20 무지개타운아파트 상가동 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 거제시_스타텔레콤 고현점,스타텔레콤 고현점,경남 거제시,경남,거제시,010-7659-4908,경남 거제시 고현로 121 한양프라자 119호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 거제시_터미널중고폰,터미널중고폰,경남 거제시,경남,거제시,010-2953-3633,경남 거제시 서문로 80 중앙빌딩 3층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 거제시_통신천국,통신천국,경남 거제시,경남,거제시,010-3548-8989,경남 거제시 거제중앙로10길 3 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 거창군_휴대폰성지 옆커폰 거창중앙로점,휴대폰성지 옆커폰 거창중앙로점,경남 거창군,경남,거창군,010-9292-0590,경남 거창군 거창읍 중앙로 128-1 2호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
경남 김해시_BK텔레콤,BK텔레콤,경남 김해시,경남,김해시,010-4040-7183,경남 김해시 분성로335번길 12-1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_Kimhe Dunyo,Kimhe Dunyo,경남 김해시,경남,김해시,010-2142-4342,경남 김해시 분성로335번길 5-2 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_누리통신,누리통신,경남 김해시,경남,김해시,010-8432-1114,경남 김해시 호계로422번길 27 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_두두모바일 삼정점,두두모바일 삼정점,경남 김해시,경남,김해시,010-5599-7774,경남 김해시 활천로36번길 24,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
경남 김해시_로켓폰 휴대폰성지,로켓폰 휴대폰성지,경남 김해시,경남,김해시,010-5554-9666,경남 김해시 삼계중앙로 59 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_몽키텔레콤,몽키텔레콤,경남 김해시,경남,김해시,010-7552-9313,경남 김해시 진영읍 장등로19번길 81 1동 1층 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_몽키텔레콤,몽키텔레콤,경남 김해시,경남,김해시,010-2459-9312,경남 김해시 율하2로 114 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_바로모바일,바로모바일,경남 김해시,경남,김해시,010-4546-7402,경남 김해시 분성로 122,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_선불폰 개통 대리점,선불폰 개통 대리점,경남 김해시,경남,김해시,010-4248-1850,경남 김해시 가락로 26 부원프라자 7층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B0%9C%ED%86%B5&tab=place#none
경남 김해시_성지원조폰,성지원조폰,경남 김해시,경남,김해시,010-3774-8846,경남 김해시 율하3로 109 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_에이스모바일 김해점,에이스모바일 김해점,경남 김해시,경남,김해시,010-5678-9736,경남 김해시 내외중앙로 27 오로라빌딩 1층 106호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_옆커폰 김해 율하점,옆커폰 김해 율하점,경남 김해시,경남,김해시,010-2488-7594,경남 김해시 율하1로 110 중앙프라자 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
경남 김해시_옆커폰성지,옆커폰성지,경남 김해시,경남,김해시,010-5594-2477,경남 김해시 율하7로 9 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
경남 김해시_인터넷휴대폰성지,인터넷휴대폰성지,경남 김해시,경남,김해시,010-2374-7945,경남 김해시 계동로102번길 27 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_장유선불폰 선불유심,장유선불폰 선불유심,경남 김해시,경남,김해시,010-2515-1850,경남 김해시 월산로 5 2층 202호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_중고폰뱅크 김해점,중고폰뱅크 김해점,경남 김해시,경남,김해시,010-2156-4999,경남 김해시 전하로 275 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_중고폰뱅크 장유율하점,중고폰뱅크 장유율하점,경남 김해시,경남,김해시,010-2156-4999,경남 김해시 장유로 310-1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_진영성지폰,진영성지폰,경남 김해시,경남,김해시,010-4644-8767,경남 김해시 진영읍 장등로6번길 75 1층 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_진영휴대폰백화점,진영휴대폰백화점,경남 김해시,경남,김해시,010-4430-8230,경남 김해시 진영읍 장등로19번길 41 1층 107호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B0%B1%ED%99%94%EC%A0%90&tab=place#none
경남 김해시_챔피언 텔레콤 김해점,챔피언 텔레콤 김해점,경남 김해시,경남,김해시,010-2155-0632,경남 김해시 봉황대길 4 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_퀸모바일,퀸모바일,경남 김해시,경남,김해시,010-5555-9760,경남 김해시 가락로 1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_폰천지빼까리,폰천지빼까리,경남 김해시,경남,김해시,010-3580-4080,경남 김해시 평전로 48,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_폰플러스 김해본점,폰플러스 김해본점,경남 김해시,경남,김해시,010-5733-0776,경남 김해시 삼문로 15 8층 801-10호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_하얀폰,하얀폰,경남 김해시,경남,김해시,010-2017-7029,경남 김해시 내외중앙로 41,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_휴대폰백화점,휴대폰백화점,경남 김해시,경남,김해시,010-5005-0810,경남 김해시 활천로 195-5 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B0%B1%ED%99%94%EC%A0%90&tab=place#none
경남 김해시_휴대폰백화점,휴대폰백화점,경남 김해시,경남,김해시,010-5337-8230,경남 김해시 주촌면 천곡로 18 상가1층 110호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%B0%B1%ED%99%94%EC%A0%90&tab=place#none
경남 김해시_휴대폰성지,휴대폰성지,경남 김해시,경남,김해시,010-2789-8834,경남 김해시 율하1로 106 네오프라자 1층 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_휴대폰성지 옆커폰 내외점,휴대폰성지 옆커폰 내외점,경남 김해시,경남,김해시,010-8454-8481,경남 김해시 내외중앙로 47 위너스프라자 1층 117호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
경남 김해시_휴대폰성지 옆커폰 주촌점,휴대폰성지 옆커폰 주촌점,경남 김해시,경남,김해시,010-8123-1232,경남 김해시 주촌면 천곡로 5 1층 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
경남 김해시_휴대폰성지 직폰 진영점,휴대폰성지 직폰 진영점,경남 김해시,경남,김해시,010-3340-6500,경남 김해시 진영읍 김해대로361번길 8 진영굿프라임 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 김해시_휴대폰성지킹 율하점,휴대폰성지킹 율하점,경남 김해시,경남,김해시,010-7475-0741,경남 김해시 율하3로7번길 37 1층 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 남해군_휴대폰할인매장,휴대폰할인매장,경남 남해군,경남,남해군,010-6844-9475,경남 남해군 남해읍 화전로 93-1,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%ED%95%A0%EC%9D%B8&tab=place#none
경남 밀양시_터미널통신,터미널통신,경남 밀양시,경남,밀양시,010-3587-0902,경남 밀양시 하남읍 수산중앙로 11,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 밀양시_폰플렉스,폰플렉스,경남 밀양시,경남,밀양시,010-2203-0144,경남 밀양시 미리벌로3길 19 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 밀양시_휴대폰성지 옆커폰 밀양점,휴대폰성지 옆커폰 밀양점,경남 밀양시,경남,밀양시,010-9792-8246,경남 밀양시 밀양대로 1781 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
경남 사천시_가호통신 사천점,가호통신 사천점,경남 사천시,경남,사천시,010-2115-8033,경남 사천시 사천읍 사천읍성로 13 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 사천시_햇님통신 삼천포점,햇님통신 삼천포점,경남 사천시,경남,사천시,010-9251-7004,경남 사천시 벌리로 52 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 사천시_휴대폰마트,휴대폰마트,경남 사천시,경남,사천시,010-2382-8060,경남 사천시 중앙로 33,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 사천시_휴대폰성지 언니텔레콤,휴대폰성지 언니텔레콤,경남 사천시,경남,사천시,010-2399-7055,경남 사천시 사천읍 진삼로 1291 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_100모바일,100모바일,경남 양산시,경남,양산시,010-9998-9815,경남 양산시 물금읍 범구로 28 상가1층 309동 110호 100모바일,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_다쏜다 휴대폰성지 양산증산점,다쏜다 휴대폰성지 양산증산점,경남 양산시,경남,양산시,010-7677-7400,경남 양산시 물금읍 새실로 159 나래메트로시티 E동 1층 108-2호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_민아통신,민아통신,경남 양산시,경남,양산시,010-9643-2332,경남 양산시 물금읍 증산역로 162 플러스타워 1층 106호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_소녀폰 경남양산역점,소녀폰 경남양산역점,경남 양산시,경남,양산시,010-3084-4959,경남 양산시 양산역7길 10 양산역프라자 1층 124호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_슈퍼맨텔레콤 증산점,슈퍼맨텔레콤 증산점,경남 양산시,경남,양산시,010-8482-7276,경남 양산시 물금읍 백호로 74 지오플러스 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_알람폰 양산저,알람폰 양산저,경남 양산시,경남,양산시,010-3904-4420,경남 양산시 물금읍 삽량로 30 디온플레이스 112호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_양산 선불폰 선불유심,양산 선불폰 선불유심,경남 양산시,경남,양산시,010-2813-4600,경남 양산시 물금읍 범어로 102 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_폰153,폰153,경남 양산시,경남,양산시,010-3498-6879,경남 양산시 물금읍 서들8길 49 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_폰스토어 배민폰,폰스토어 배민폰,경남 양산시,경남,양산시,010-4798-5885,경남 양산시 덕계회야길 16 덕계우성스마트시티뷰 301동 상가 1층 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_폰플러스,폰플러스,경남 양산시,경남,양산시,010-4977-4999,"경남 양산시 물금읍 증산역로 162 플러스타워 303, 303-2호",https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_헬로중고폰,헬로중고폰,경남 양산시,경남,양산시,010-3140-8787,경남 양산시 양산역3길 12 설빙 준코 건물 광장프라자 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_휴대폰성지,휴대폰성지,경남 양산시,경남,양산시,010-9119-2088,경남 양산시 물금읍 새실로 38 애플타운 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_휴대폰성지,휴대폰성지,경남 양산시,경남,양산시,010-8060-2229,경남 양산시 평산로 15 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_휴대폰성지,휴대폰성지,경남 양산시,경남,양산시,010-4210-3500,경남 양산시 동면 금오13길 54 1층 101-4호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_휴대폰성지 슈퍼맨텔레콤,휴대폰성지 슈퍼맨텔레콤,경남 양산시,경남,양산시,010-3488-1256,경남 양산시 양주5길 10-13 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_휴대폰성지 최싸폰 덕계점,휴대폰성지 최싸폰 덕계점,경남 양산시,경남,양산시,010-5890-4919,경남 양산시 덕계로 70 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 양산시_휴대폰성지 폰슐랭 경남양산점,휴대폰성지 폰슐랭 경남양산점,경남 양산시,경남,양산시,010-5554-7109,경남 양산시 물금읍 범어로 102 라온센트럴상가 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%8F%B0%EC%8A%90%EB%9E%AD&tab=place#none
경남 양산시_휴대폰성지 프렌즈폰,휴대폰성지 프렌즈폰,경남 양산시,경남,양산시,010-2319-2101,경남 양산시 양산역6길 3 센트럴스위트 1층 106호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 진주시_ALT 모바일스토어,ALT 모바일스토어,경남 진주시,경남,진주시,010-7515-6886,경남 진주시 동진로 204 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 진주시_옆 커폰 초전점,옆 커폰 초전점,경남 진주시,경남,진주시,010-6651-9136,경남 진주시 초북로 36 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
경남 진주시_옆커폰 진주시청점,옆커폰 진주시청점,경남 진주시,경남,진주시,010-8540-7688,경남 진주시 솔밭로 127 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
경남 진주시_옆커폰 진주평거점,옆커폰 진주평거점,경남 진주시,경남,진주시,010-9533-3113,경남 진주시 진양호로 221 진주평거우방아이유쉘 스카이팰리스 1층 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
경남 진주시_옆커폰성지,옆커폰성지,경남 진주시,경남,진주시,010-9995-5875,경남 진주시 하대로 5-6 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
경남 진주시_우주통신 진주,우주통신 진주,경남 진주시,경남,진주시,010-3596-3787,경남 진주시 에나로 101 골든비즈니스호텔 1층 106호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 진주시_진주휴대폰 성지옆커폰 동성점,진주휴대폰 성지옆커폰 동성점,경남 진주시,경남,진주시,010-3677-8043,경남 진주시 남강로 675-1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%98%86%EC%BB%A4%ED%8F%B0&tab=place#none
경남 진주시_진주휴대폰맛집 1번가,진주휴대폰맛집 1번가,경남 진주시,경남,진주시,010-5691-1901,경남 진주시 도동로231번길 18-1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 진주시_최싸폰 초전점,최싸폰 초전점,경남 진주시,경남,진주시,010-3162-8938,경남 진주시 초전북로 20-1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 진주시_폰앤커피,폰앤커피,경남 진주시,경남,진주시,010-5587-5554,경남 진주시 진주대로 624 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 진주시_형제폰가게,형제폰가게,경남 진주시,경남,진주시,010-5898-8823,경남 진주시 진주대로 919 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 진주시_황금폰,황금폰,경남 진주시,경남,진주시,010-2203-4455,경남 진주시 초전북로62번길 28 수정빌라 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 진주시_휴대폰성지 시우모바일,휴대폰성지 시우모바일,경남 진주시,경남,진주시,010-5958-0752,경남 진주시 촉석로 177 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EB%AA%A8%EB%B0%94%EC%9D%BC&tab=place#none
경남 진주시_휴대폰성지 최싸폰 상대점,휴대폰성지 최싸폰 상대점,경남 진주시,경남,진주시,010-2075-6809,경남 진주시 돗골로 149 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 창녕군_스타텔,스타텔,경남 창녕군,경남,창녕군,010-4985-1111,경남 창녕군 영산면 로터리길 37,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 창녕군_휴대폰성지 폰픽,휴대폰성지 폰픽,경남 창녕군,경남,창녕군,010-5855-0577,경남 창녕군 남지읍 남지중앙로 66 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
경남 창녕군_휴대폰할인매장 부곡하와이점,휴대폰할인매장 부곡하와이점,경남 창녕군,경남,창녕군,010-8488-1101,경남 창녕군 부곡면 부곡로 54-2,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%ED%95%A0%EC%9D%B8&tab=place#none
경남 창원시_구름모바일,구름모바일,경남 창원시,경남,창원시,010-8227-7320,경남 창원시 성산구 대원로 87 1층 118호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%9C%B4%EB%8C%80%ED%8F%B0+%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&tab=place#none
