지역명_매장명,매장명,지역명,시,군구,전화번호,주소,링크
서울 도봉구_한성씨엔에스,한성씨엔에스,서울 도봉구,서울,도봉구,010-6667-2325,서울 도봉구 덕릉로63가길 61 창동대우아파트 상가동 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_엄청텔레콤,엄청텔레콤,서울 성북구,서울,성북구,010-5022-5434,서울 성북구 삼양로 63 2층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_옆 커폰 길음점,옆 커폰 길음점,서울 성북구,서울,성북구,010-4455-3833,서울 성북구 삼양로4길 4 1층 2호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_휴대폰성지 월곡점,휴대폰성지 월곡점,서울 성북구,서울,성북구,010-9123-6660,서울 성북구 오패산로 46 월곡두산위브아파트 상가동 110호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 도봉구_바름정보통신,바름정보통신,서울 도봉구,서울,도봉구,010-5349-0707,서울 도봉구 도봉로109길 19 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_리온텔레콤,리온텔레콤,서울 성북구,서울,성북구,010-9660-1665,서울 성북구 종암로40길 36,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_부광선불폰,부광선불폰,서울 성북구,서울,성북구,010-8701-0197,"서울 성북구 삼양로 14 1,2층",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_청년폰성지,청년폰성지,서울 성북구,서울,성북구,010-8852-2499,서울 성북구 길음로 11 길음역 롯데캐슬트윈골드 단지내 상가 102동 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강북구_아프리카중고폰 수유지사,아프리카중고폰 수유지사,서울 강북구,서울,강북구,010-5817-6992,서울 강북구 삼양로 500-18 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_휴대폰성지 태양폰 길음점,휴대폰성지 태양폰 길음점,서울 성북구,서울,성북구,010-6708-9987,서울 성북구 길음로 11 길음역롯데캐슬트윈골드아파트 137호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_신텔레콤,신텔레콤,서울 성북구,서울,성북구,010-7771-1184,서울 성북구 장위로 123 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 성북구_장위시장 휴대폰마트,장위시장 휴대폰마트,서울 성북구,서울,성북구,010-5557-5442,서울 성북구 돌곶이로27길 83 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EB%AF%B8%EC%95%84%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 도봉구_옆커폰 쌍문점,옆커폰 쌍문점,서울 도봉구,서울,도봉구,010-3395-1164,서울 도봉구 시루봉로 64 261센타 1층 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%9A%B0%EC%9D%B4%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 부천시_소녀폰 부천역곡역점,소녀폰 부천역곡역점,경기 부천시,경기,부천시,010-3949-7003,경기 부천시 원미구 역곡로13번길 17 휴캐슬 203-3호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 부천시_쏘야의앤텔레콤,쏘야의앤텔레콤,경기 부천시,경기,부천시,010-2662-5493,경기 부천시 소사구 경인로 507 우남타워 6층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 부천시_중고폰 매입판매 에코폰 역곡점,중고폰 매입판매 에코폰 역곡점,경기 부천시,경기,부천시,010-8385-0804,경기 부천시 원미구 역곡로 3 10층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 부천시_옆커폰 소새울점,옆커폰 소새울점,경기 부천시,경기,부천시,010-3307-8272,경기 부천시 소사구 은성로68번길 59 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 광명시_옆 커폰 광명사거리점,옆 커폰 광명사거리점,경기 광명시,경기,광명시,010-2737-3929,경기 광명시 광명로 834 광명 퍼스트 스위첸 1층 110호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 광명시_휴대폰성지 청년폰 광명점,휴대폰성지 청년폰 광명점,경기 광명시,경기,광명시,010-4176-6604,경기 광명시 광명로 877 한진타운 상가 A동 1층 1115호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 부천시_선봉모바일 7호점,선봉모바일 7호점,경기 부천시,경기,부천시,010-7651-2900,경기 부천시 소사구 은성로 76 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 부천시_휴대폰성지 옆커폰 부천소사점,휴대폰성지 옆커폰 부천소사점,경기 부천시,경기,부천시,010-5671-4994,경기 부천시 소사구 소사로159번길 6 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 구로구_테크모바일,테크모바일,서울 구로구,서울,구로구,010-2049-3437,서울 구로구 경인로 240 102동 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 광명시_크로앙스 핸드폰매장 일성,크로앙스 핸드폰매장 일성,경기 광명시,경기,광명시,010-4003-7910,경기 광명시 오리로 970 지하1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 부천시_휴대폰성지 일등통신,휴대폰성지 일등통신,경기 부천시,경기,부천시,010-4872-7388,경기 부천시 소사구 경인로 512 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%ED%95%AD%EB%8F%99+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_소녀폰 잠실점,소녀폰 잠실점,서울 송파구,서울,송파구,010-5726-4959,서울 송파구 올림픽로 289 잠실시그마타워 지하1층 103호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_청년모바일 2호점,청년모바일 2호점,서울 송파구,서울,송파구,010-7332-3020,서울 송파구 백제고분로50길 35 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_휴대폰성지 파인애플상가점,휴대폰성지 파인애플상가점,서울 송파구,서울,송파구,010-5961-1704,서울 송파구 올림픽로 119 잠실엘스 파인애플상가 1층 71호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_휴대폰성지,휴대폰성지,서울 송파구,서울,송파구,010-8788-4980,서울 송파구 백제고분로40길 16 1층 3호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_휴대폰성지 옆커폰 송파위례점,휴대폰성지 옆커폰 송파위례점,서울 송파구,서울,송파구,010-3468-0828,서울 송파구 위례광장로 120 위례중앙푸르지오1단지 1층 132호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_청년폰 송파점,청년폰 송파점,서울 송파구,서울,송파구,010-6218-7471,서울 송파구 올림픽로 119 잠실파인애플상가 지하1층 A86호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_휴대폰성지,휴대폰성지,서울 송파구,서울,송파구,010-5549-6139,서울 송파구 백제고분로33길 9 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_은하수선불폰,은하수선불폰,서울 송파구,서울,송파구,010-3499-1008,서울 송파구 백제고분로 383,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_미남폰,미남폰,서울 송파구,서울,송파구,010-9896-9014,서울 송파구 올림픽로32길 37-4 삼정빌딩202호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_노란마켓 잠실점,노란마켓 잠실점,서울 송파구,서울,송파구,010-7509-2704,서울 송파구 올림픽로35길 124 장미종합상가 A동 2층 213-1호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_신방이텔레콤,신방이텔레콤,서울 송파구,서울,송파구,010-3100-2277,서울 송파구 가락로 245 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_다온모바일,다온모바일,서울 송파구,서울,송파구,010-9752-8488,서울 송파구 위례광장로 120 상가동 1층 118호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_휴대폰성지 잠실점,휴대폰성지 잠실점,서울 송파구,서울,송파구,010-2517-9994,서울 송파구 올림픽로 130 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_마천동폰가게,마천동폰가게,서울 송파구,서울,송파구,010-5671-8888,서울 송파구 성내천로 224 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_새내모바일,새내모바일,서울 송파구,서울,송파구,010-8359-5323,서울 송파구 올림픽로 119 파인애플상가 1층 A91~A92호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_폰허그,폰허그,서울 송파구,서울,송파구,010-5114-0707,서울 송파구 송파대로32길 8 가락우성아파트상가 1층 13호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_에코폰 잠실점,에코폰 잠실점,서울 송파구,서울,송파구,010-3308-8993,서울 송파구 백제고분로7길 49 쌍용더플래티넘 3층 308호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_파인애플통신,파인애플통신,서울 송파구,서울,송파구,010-7645-9010,서울 송파구 올림픽로 119 상가 1층 82호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_테슬라선불폰,테슬라선불폰,서울 송파구,서울,송파구,010-2887-3779,서울 송파구 오금로 81 씨젠송파빌딩 10층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_밍키알뜰폰,밍키알뜰폰,서울 송파구,서울,송파구,010-2679-2648,서울 송파구 양재대로 1222,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_솔루션,솔루션,서울 송파구,서울,송파구,010-2714-2333,서울 송파구 법원로6길 7 송파유탑테크밸리 405-2호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_이오모바일,이오모바일,서울 송파구,서울,송파구,010-9134-2533,서울 송파구 석촌호수로12길 28 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_선불폰,선불폰,서울 송파구,서울,송파구,010-2813-4600,서울 송파구 송파대로14길 7-10 2층 201-104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_새내폰마트,새내폰마트,서울 송파구,서울,송파구,010-9770-9010,서울 송파구 석촌호수로 61 트리지움 상가 지하1층 122호 새내폰마트,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_휴대폰성지 폰통령 송파점,휴대폰성지 폰통령 송파점,서울 송파구,서울,송파구,010-2884-4285,서울 송파구 마천로 237 신동아아파트 상가동 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_또오세요선불폰,또오세요선불폰,서울 송파구,서울,송파구,010-2779-6867,서울 송파구 오금로13길 9 석정빌딩 5층 5592호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_알뜰폰매장개통인터넷개통은해피폰,알뜰폰매장개통인터넷개통은해피폰,서울 송파구,서울,송파구,010-7411-8099,서울 송파구 올림픽로35길 112 장미아파트 비상가 2동 1층 126호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_휴대폰팝니다,휴대폰팝니다,서울 송파구,서울,송파구,010-6236-4563,서울 송파구 오금로44길 20 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_최강통신,최강통신,서울 송파구,서울,송파구,010-5656-5981,서울 송파구 충민로 66 가든파이브라이프 영관 4층 Y-4009호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_김앤에스휴대폰판매통신,김앤에스휴대폰판매통신,서울 송파구,서울,송파구,010-2106-4800,서울 송파구 거마로 56 송파 롯데캐슬 시그니처몰 상가 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_제이비통신,제이비통신,서울 송파구,서울,송파구,010-7931-2251,서울 송파구 올림픽로 145 리센츠상가 지하1층 A47호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_고고통신,고고통신,서울 송파구,서울,송파구,010-9699-1249,서울 송파구 가락로 183 216호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_오복통신,오복통신,서울 송파구,서울,송파구,010-2449-5662,서울 송파구 충민로 66 가든파이브 리빙관 6층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_루이텔레콤,루이텔레콤,서울 송파구,서울,송파구,010-3528-6574,서울 송파구 마천로 192 1층 3호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 송파구_제이케이텔레콤,제이케이텔레콤,서울 송파구,서울,송파구,010-8302-2489,서울 송파구 마천로 186 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_에스엠디컴퍼니,에스엠디컴퍼니,서울 강동구,서울,강동구,010-8080-8757,서울 강동구 성내로 11 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_휴대폰 파크 천호성지점,휴대폰 파크 천호성지점,서울 강동구,서울,강동구,010-2065-8470,서울 강동구 천호대로 1006 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_피에스,피에스,서울 강동구,서울,강동구,010-2399-7860,서울 강동구 풍성로37가길 26 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_샵모바일,샵모바일,서울 강동구,서울,강동구,010-265-8470,서울 강동구 천호대로 1006 1층 101호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_파인폰샵 강동성내점,파인폰샵 강동성내점,서울 강동구,서울,강동구,010-6879-2625,서울 강동구 풍성로 113-1 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 광진구_토스텔레콤,토스텔레콤,서울 광진구,서울,광진구,010-2832-8492,서울 광진구 자양로 67 조나단빌딩 302호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_선불폰 개통 매장 천호점,선불폰 개통 매장 천호점,서울 강동구,서울,강동구,010-2660-6579,서울 강동구 천호대로159길 3,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_청년모바일 3호점,청년모바일 3호점,서울 강동구,서울,강동구,010-7473-7010,서울 강동구 양재대로91길 50,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_선불폰 개통 매장 강동점,선불폰 개통 매장 강동점,서울 강동구,서울,강동구,010-9767-2225,서울 강동구 천호대로 1092 1층 105호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_폰허브,폰허브,서울 강동구,서울,강동구,010-7553-4773,서울 강동구 양재대로96길 19 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_스카이통신,스카이통신,서울 강동구,서울,강동구,010-3721-7011,서울 강동구 진황도로 53 금정빌딩 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_강남모바일,강남모바일,서울 강남구,서울,강남구,010-7777-5380,서울 강남구 광평로34길 35 강남더샵포레스트 상가동 지하층 108호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 광진구_중고폰뱅크 서울건대점,중고폰뱅크 서울건대점,서울 광진구,서울,광진구,010-3988-9799,서울 광진구 능동로 87 1층 113호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_대단정보,대단정보,서울 강동구,서울,강동구,010-5295-9992,서울 강동구 양재대로116길 8,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_옆커폰 개포점,옆커폰 개포점,서울 강남구,서울,강남구,010-2345-3002,서울 강남구 개포로82길 9-15 영진빌딩 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_휴대폰성지 옆커폰 천호점,휴대폰성지 옆커폰 천호점,서울 강동구,서울,강동구,010-2987-9523,서울 강동구 상암로 78 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 광진구_앤텔레콤 선불유심 개통센터 건대점,앤텔레콤 선불유심 개통센터 건대점,서울 광진구,서울,광진구,010-2800-2884,서울 광진구 아차산로30길 31 3층 앤텔레콤,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_옆커폰 역삼점,옆커폰 역삼점,서울 강남구,서울,강남구,010-3358-0222,서울 강남구 언주로 427 디오빌역삼 1층 111호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 하남시_감일폰2,감일폰2,경기 하남시,경기,하남시,010-3920-6544,경기 하남시 감일백제로180번길 17 118호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_드림TCA 암사점,드림TCA 암사점,서울 강동구,서울,강동구,010-7401-6400,서울 강동구 올림픽로98길 63 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_휴대폰성지 직폰 강남점,휴대폰성지 직폰 강남점,서울 강남구,서울,강남구,010-5473-7264,서울 강남구 선릉로 623 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_강남엔젤폰,강남엔젤폰,서울 강남구,서울,강남구,010-7534-3002,서울 강남구 개포로82길 9-15 영진빌딩 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 광진구_바다통신,바다통신,서울 광진구,서울,광진구,010-2427-9796,서울 광진구 아차산로30길 31 3층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_휴대폰프라자,휴대폰프라자,서울 강동구,서울,강동구,010-2525-2919,서울 강동구 구천면로 305 1층 휴대폰프라자,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_스카이통신,스카이통신,서울 강남구,서울,강남구,010-9726-6663,서울 강남구 삼성로 221 혜성빌딩 1층 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_후니모바일,후니모바일,서울 강동구,서울,강동구,010-8949-9540,서울 강동구 양재대로 1549 삼정빌딩 1층 104호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_폰아울렛,폰아울렛,서울 강동구,서울,강동구,010-7474-6461,서울 강동구 천중로 237 102호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
경기 하남시_대박통신 감일점,대박통신 감일점,경기 하남시,경기,하남시,010-4910-7011,"경기 하남시 감일백제로83번길 24 지골든프라자 1층 104,105호",https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_솜모바일,솜모바일,서울 강동구,서울,강동구,010-3222-3552,서울 강동구 고덕로10길 40 1층 2호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강동구_규리나라통신,규리나라통신,서울 강동구,서울,강동구,010-5792-8889,서울 강동구 올림픽로98가길 62 1층,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
서울 강남구_선릉폰연금술사,선릉폰연금술사,서울 강남구,서울,강남구,010-2978-2904,서울 강남구 테헤란로 425 신일빌딩 5층 12호,https://map.kakao.com/?from=total&nil_suggest=btn&q=%EC%86%A1%ED%8C%8C+%ED%9C%B4%EB%8C%80%ED%8F%B0&tab=place#none
